"indicator","reportyear","FIPS","County_Name","County_FIPS","treecanopy_n","treecanopy_d","treecanopy_pct","treecanopy_se_pct","treecanopy_rse","treecanopy_pctile","source","version","notes"
"Population-weighted percentage of the census tract area with tree canopy",2011,6071010024,"San Bernardino",6071,NA,NA,1.2643735,0.4859072,38.4306732,1.398691133,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6071010025,"San Bernardino",6071,NA,NA,3.3846991,1.7427816,51.4899991,20.46708585,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6071010026,"San Bernardino",6071,NA,NA,3.0912875,1.1633897,37.6344719,15.28294623,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6071010300,"San Bernardino",6071,NA,NA,0.1643922,0.1595969,97.0830385,0.051328115,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6071010402,"San Bernardino",6071,NA,NA,0.7442556,0.585246,78.6350828,0.461953035,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6071010409,"San Bernardino",6071,NA,NA,0.2440247,0.1548697,63.4647911,0.10265623,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6071010410,"San Bernardino",6071,NA,NA,0.3523708,0.1917238,54.4096784,0.153984345,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6071010411,"San Bernardino",6071,NA,NA,0.7403714,0.3160221,42.6842602,0.449121006,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6071010412,"San Bernardino",6071,NA,NA,0.6556809,0.268258,40.9128944,0.384960862,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6071010413,"San Bernardino",6071,NA,NA,1.1678218,0.4089192,35.0155448,1.065058386,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6071010415,"San Bernardino",6071,NA,NA,0.4580417,0.1812566,39.5720701,0.282304632,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6071010416,"San Bernardino",6071,NA,NA,0.1900962,0.1579924,83.1117779,0.076992172,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6071010417,"San Bernardino",6071,NA,NA,1.6122121,0.7140911,44.2926271,2.784550237,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6071010419,"San Bernardino",6071,NA,NA,0.6712649,0.2628564,39.1583675,0.397792891,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6071010420,"San Bernardino",6071,NA,NA,0.4131522,0.1851399,44.8115531,0.243808546,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6071010421,"San Bernardino",6071,NA,NA,0.479882,0.317979,66.2619216,0.295136661,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6071010422,"San Bernardino",6071,NA,NA,0.3775552,0.5123661,135.7062865,0.179648402,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6071010423,"San Bernardino",6071,NA,NA,0.0750724,0.0847624,112.9076433,0.025664057,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6071010424,"San Bernardino",6071,NA,NA,0.831031,0.4916192,59.1577479,0.564609265,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6071010700,"San Bernardino",6071,NA,NA,1.2203192,0.5961245,48.8498873,1.231874759,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6071010802,"San Bernardino",6071,NA,NA,22.8268689,2.445675,10.7140187,93.95611446,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6071010803,"San Bernardino",6071,NA,NA,28.4051172,4.5925051,16.1678794,95.86808674,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6071010804,"San Bernardino",6071,NA,NA,24.7349869,4.9850421,20.1538095,94.75170024,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6071010901,"San Bernardino",6071,NA,NA,25.8684499,2.5095927,9.7013648,95.20082125,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6071010902,"San Bernardino",6071,NA,NA,23.6319878,2.4868454,10.523217,94.25125112,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6071011001,"San Bernardino",6071,NA,NA,29.7548085,5.6548873,19.0049527,96.22738355,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6071011002,"San Bernardino",6071,NA,NA,18.5627007,3.4474729,18.5720439,91.85166175,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6071011101,"San Bernardino",6071,NA,NA,24.8181059,2.9825498,12.0176365,94.79019633,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6071011102,"San Bernardino",6071,NA,NA,24.6311344,3.6254319,14.7188993,94.6875401,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6071011203,"San Bernardino",6071,NA,NA,23.2864676,2.9721738,12.7635236,94.14859489,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6071011401,"San Bernardino",6071,NA,NA,19.4012145,1.5410276,7.942944,92.28795073,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6071011403,"San Bernardino",6071,NA,NA,22.8325799,1.6240864,7.1130218,93.96894649,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6071011404,"San Bernardino",6071,NA,NA,12.6337472,1.7275811,13.6743362,85.29449506,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6071011500,"San Bernardino",6071,NA,NA,23.5852411,6.7382546,28.5697933,94.22558707,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6071011600,"San Bernardino",6071,NA,NA,2.5445292,1.146636,45.0627963,8.725779546,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6071011700,"San Bernardino",6071,NA,NA,0.9445262,0.7405117,78.4003409,0.654433466,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6071011800,"San Bernardino",6071,NA,NA,0.647027,0.3319747,51.3076991,0.372128834,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6071011900,"San Bernardino",6071,NA,NA,1.5597835,0.8384212,53.7524056,2.463749519,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6071012001,"San Bernardino",6071,NA,NA,5.6242222,1.6688974,29.6733906,55.33170794,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6071012002,"San Bernardino",6071,NA,NA,6.6126971,2.0078826,30.3640493,63.64686257,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6071012101,"San Bernardino",6071,NA,NA,0.9721565,0.6046912,62.2010132,0.71859361,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6071012103,"San Bernardino",6071,NA,NA,0.2868917,0.2264218,78.9223957,0.115488259,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6071012104,"San Bernardino",6071,NA,NA,0.1266661,0.1352291,106.7602766,0.038496086,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6071012400,"San Bernardino",6071,NA,NA,2.5538047,0.8526813,33.3886644,8.815603747,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6071012500,"San Bernardino",6071,NA,NA,2.8796802,0.6740264,23.4062917,12.26741948,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6071012700,"San Bernardino",6071,NA,NA,3.8403613,1.7651248,45.9624665,29.69331451,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6071025000,"San Bernardino",6071,NA,NA,0.3912562,0.9358015,239.1786812,0.218144489,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6071025100,"San Bernardino",6071,NA,NA,2.4586658,1.0361758,42.1438239,7.955857821,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6071940100,"San Bernardino",6071,NA,NA,2.1078753,1.0009533,47.4863599,5.427948159,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073000100,"San Diego",6073,NA,NA,8.7153064,3.0047498,34.4766966,75.29834467,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073000201,"San Diego",6073,NA,NA,9.3489621,2.8629647,30.6233427,77.4541255,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073000202,"San Diego",6073,NA,NA,6.5061784,2.8838846,44.3253229,63.04375722,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073000300,"San Diego",6073,NA,NA,5.7891269,2.0674955,35.7134246,56.87155139,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073000400,"San Diego",6073,NA,NA,6.0294439,3.9623847,65.7172491,59.20698062,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073000500,"San Diego",6073,NA,NA,6.8317619,2.4521065,35.8927392,65.09688182,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073000600,"San Diego",6073,NA,NA,4.7695877,1.7103215,35.8588965,45.91299885,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073000700,"San Diego",6073,NA,NA,4.4062077,1.3661843,31.0058995,40.06159374,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073000800,"San Diego",6073,NA,NA,3.8050265,1.4981402,39.3726606,29.00038496,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073000900,"San Diego",6073,NA,NA,2.4477672,0.6648224,27.1603609,7.840369562,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073001000,"San Diego",6073,NA,NA,3.1199422,0.7647538,24.5117932,15.59091492,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073001100,"San Diego",6073,NA,NA,5.73461,4.4004006,76.7340862,56.40959836,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073001200,"San Diego",6073,NA,NA,2.28296,0.6434174,28.18347,6.493006544,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073001300,"San Diego",6073,NA,NA,2.3236398,0.5454653,23.4746062,6.788143205,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073001400,"San Diego",6073,NA,NA,2.9334737,0.6449895,21.9872252,12.81919672,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073001500,"San Diego",6073,NA,NA,2.8387309,0.6233784,21.9597587,11.79263442,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073001600,"San Diego",6073,NA,NA,2.4372362,0.614806,25.2255418,7.76337739,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073001700,"San Diego",6073,NA,NA,2.4925851,0.6404036,25.6923446,8.392146798,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073001800,"San Diego",6073,NA,NA,2.4553185,0.6522677,26.5655043,7.891697677,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073001900,"San Diego",6073,NA,NA,7.9093567,4.5077166,56.9922031,71.60272039,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073002001,"San Diego",6073,NA,NA,8.384223,4.4420321,52.9808444,73.75850122,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073002002,"San Diego",6073,NA,NA,8.9015845,5.5980152,62.887851,75.97844219,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073002100,"San Diego",6073,NA,NA,2.5873057,0.5080947,19.637984,9.174900552,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073002201,"San Diego",6073,NA,NA,2.3068617,0.8594628,37.2567988,6.698319004,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073002202,"San Diego",6073,NA,NA,2.0221499,0.7650031,37.8311783,4.824842808,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073002301,"San Diego",6073,NA,NA,2.2397668,1.2718808,56.7863064,6.223533941,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073002302,"San Diego",6073,NA,NA,2.0928642,0.6344519,30.3150043,5.325291929,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073002401,"San Diego",6073,NA,NA,2.6684238,0.8068638,30.2374694,9.931990248,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073002402,"San Diego",6073,NA,NA,2.3184336,0.7387267,31.8631824,6.73681509,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073002501,"San Diego",6073,NA,NA,3.1792306,1.8935298,59.559373,16.56614911,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073002502,"San Diego",6073,NA,NA,6.1463338,4.2135194,68.5533772,60.18221481,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073002601,"San Diego",6073,NA,NA,2.6129091,1.0452104,40.001789,9.418709098,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073002602,"San Diego",6073,NA,NA,4.9055278,3.4922018,71.1891139,47.56833055,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073002702,"San Diego",6073,NA,NA,4.1370847,2.8382694,68.6055425,35.12126267,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073002703,"San Diego",6073,NA,NA,4.578019,2.7238695,59.4988697,42.98729629,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073002705,"San Diego",6073,NA,NA,3.7079565,2.1661057,58.4177755,26.98575645,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073002707,"San Diego",6073,NA,NA,1.9365494,0.6355896,32.8207274,4.350057744,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073002708,"San Diego",6073,NA,NA,2.5088935,1.3970682,55.684636,8.481971,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073002709,"San Diego",6073,NA,NA,4.2258226,3.5466122,83.927143,36.59694598,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073002710,"San Diego",6073,NA,NA,2.8560661,1.5708744,55.001331,11.99794688,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073002711,"San Diego",6073,NA,NA,3.3144751,1.6984484,51.2433617,18.88874631,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073002712,"San Diego",6073,NA,NA,3.0213532,2.5187963,83.3664968,14.17939176,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073002801,"San Diego",6073,NA,NA,7.9377329,7.2020347,90.7316333,71.71820865,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073002803,"San Diego",6073,NA,NA,5.0282646,2.5792869,51.2957682,48.97985371,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073002804,"San Diego",6073,NA,NA,6.4468252,4.1813169,64.8585435,62.5433081,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073002902,"San Diego",6073,NA,NA,3.2683796,0.9176495,28.0765892,18.06749647,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073002903,"San Diego",6073,NA,NA,4.1766557,2.389977,57.222265,35.81419222,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073002904,"San Diego",6073,NA,NA,4.0213978,2.185952,54.3580155,32.79866547,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073002905,"San Diego",6073,NA,NA,3.5316671,2.2778204,64.4970309,23.55960477,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073003001,"San Diego",6073,NA,NA,3.4734047,1.9685904,56.6761029,22.3662261,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073003003,"San Diego",6073,NA,NA,3.8359055,1.342903,35.0087621,29.59065828,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073003004,"San Diego",6073,NA,NA,2.2844232,1.0005439,43.7985328,6.531502631,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073003101,"San Diego",6073,NA,NA,2.4137637,0.9171632,37.9972246,7.622225074,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073003103,"San Diego",6073,NA,NA,2.9747615,1.5972313,53.6927507,13.47363018,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073003105,"San Diego",6073,NA,NA,2.2951687,1.6532384,72.0312358,6.595662774,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073003107,"San Diego",6073,NA,NA,2.5293848,0.9440725,37.3241936,8.610291287,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073003108,"San Diego",6073,NA,NA,2.4917005,0.9742465,39.0996619,8.366482741,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073003109,"San Diego",6073,NA,NA,3.0628862,2.0742286,67.7213734,14.78249711,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073003111,"San Diego",6073,NA,NA,2.6267877,1.5889863,60.4916155,9.482869242,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073003112,"San Diego",6073,NA,NA,2.7665312,1.5310861,55.3431707,10.9842166,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073003113,"San Diego",6073,NA,NA,2.328382,1.2033162,51.680362,6.83947132,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073003114,"San Diego",6073,NA,NA,2.5750332,2.6217669,101.8148773,9.046580264,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073003115,"San Diego",6073,NA,NA,3.0365082,1.8282397,60.2086197,14.37187219,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073003201,"San Diego",6073,NA,NA,3.7160858,1.5067517,40.5467399,27.15257282,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073003202,"San Diego",6073,NA,NA,2.201321,1.4566668,66.1723932,5.992557423,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073003204,"San Diego",6073,NA,NA,6.4059714,2.8358125,44.2682672,62.24817144,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073003207,"San Diego",6073,NA,NA,4.9399748,2.2158927,44.8563555,47.9019633,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073003208,"San Diego",6073,NA,NA,4.6367551,3.3708983,72.6995104,43.87270627,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073003209,"San Diego",6073,NA,NA,3.3544102,2.408407,71.7982276,19.77415629,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073003211,"San Diego",6073,NA,NA,2.6019339,2.1339925,82.0156309,9.264724753,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073003212,"San Diego",6073,NA,NA,2.5552336,1.2090292,47.3157988,8.828435776,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073003213,"San Diego",6073,NA,NA,2.7983508,1.7394108,62.1584247,11.36917747,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073003214,"San Diego",6073,NA,NA,4.9614594,4.0908091,82.4517295,48.13293982,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073003301,"San Diego",6073,NA,NA,2.7853607,1.3659652,49.0408728,11.16386501,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073003303,"San Diego",6073,NA,NA,3.2976587,2.5734241,78.0379151,18.60644168,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073003304,"San Diego",6073,NA,NA,2.6178425,2.5482035,97.3398343,9.457205184,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073003305,"San Diego",6073,NA,NA,2.6314376,1.9753197,75.066183,9.521365328,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073003401,"San Diego",6073,NA,NA,4.6635123,2.8610059,61.3487366,44.30899525,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073003403,"San Diego",6073,NA,NA,2.7296512,0.883755,32.3761162,10.57359168,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073003404,"San Diego",6073,NA,NA,2.5504057,1.0562452,41.4147906,8.777107661,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073003501,"San Diego",6073,NA,NA,2.5832813,0.8614561,33.3473591,9.136404466,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073003502,"San Diego",6073,NA,NA,2.3988822,0.8945437,37.2900233,7.545232901,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073003601,"San Diego",6073,NA,NA,2.3822737,1.0644585,44.682461,7.391248556,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073003602,"San Diego",6073,NA,NA,2.8243672,1.4043305,49.7219503,11.63865007,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073003603,"San Diego",6073,NA,NA,2.2877795,0.5810319,25.3971968,6.544334659,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073003901,"San Diego",6073,NA,NA,2.3775799,0.8681287,36.5131229,7.314256384,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073003902,"San Diego",6073,NA,NA,2.4786887,0.7599796,30.6605517,8.161170281,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073004000,"San Diego",6073,NA,NA,2.566771,0.7436938,28.9739062,8.918259977,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073004100,"San Diego",6073,NA,NA,3.0613853,0.6451836,21.0748915,14.74400103,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073004200,"San Diego",6073,NA,NA,7.6419047,2.4207284,31.6770298,69.97305274,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073004300,"San Diego",6073,NA,NA,4.9860199,1.0569809,21.1988908,48.49223662,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073004400,"San Diego",6073,NA,NA,5.3404479,1.2521491,23.4465189,52.68831002,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073004501,"San Diego",6073,NA,NA,3.3012834,1.0177741,30.8296502,18.68343385,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073004600,"San Diego",6073,NA,NA,4.3294962,1.2875099,29.7380994,38.59874246,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073004700,"San Diego",6073,NA,NA,2.9350299,1.0706723,36.479092,12.8576928,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073004800,"San Diego",6073,NA,NA,2.5971187,0.7192323,27.6934683,9.239060695,"HCI/National Land Cover Database","Wed06Dec17",""
