"indicator","reportyear","FIPS","County_Name","County_FIPS","supermkts_d","supermkts_n","supermkts_pct","supermkts_se_pct","supermkts_rse","supermkts_pctile","source","version","notes"
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6097153102,"Sonoma",6097,5742,4823.227713,83.99908939,0.483813569,3.023662721,74.32311048,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6097153103,"Sonoma",6097,4716,2956.28771,62.68633821,0.704260755,1.887407242,59.83575003,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6097153104,"Sonoma",6097,4046,4046,100,0,NA,94.25125112,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6097153200,"Sonoma",6097,7522,2536.710057,33.72387739,0.545105586,1.616378745,38.81688695,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6097153300,"Sonoma",6097,11010,3922.729207,35.6287848,0.456407423,1.28100755,40.40805851,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6097153401,"Sonoma",6097,6131,5033.770154,82.10357452,0.489551655,2.735471702,72.92441935,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6097153403,"Sonoma",6097,3840,2011.100522,52.37240943,0.805962751,1.692218191,52.50866162,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6097153404,"Sonoma",6097,4011,371.696577,9.266930366,0.457851268,4.94070042,20.4927499,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6097153501,"Sonoma",6097,4319,5.1e-05,1.18e-06,0.000165349,14002.80071,8.789939689,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6097153502,"Sonoma",6097,3684,8.364384,0.227046254,0.078415836,34.53738354,11.30501732,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6097153600,"Sonoma",6097,5327,387.060914,7.266020537,0.355652946,4.894741823,19.06839471,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6097153703,"Sonoma",6097,3490,107.987372,3.09419404,0.293113592,9.473019097,15.60374695,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6097153704,"Sonoma",6097,3728,700.60149,18.79295842,0.639818023,3.404562539,27.78134223,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6097153705,"Sonoma",6097,3536,863.460853,24.41914177,0.722461951,2.958588625,32.04157577,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6097153706,"Sonoma",6097,4092,0.498527,0.012182967,0.017253701,141.6215037,9.829334018,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6097153801,"Sonoma",6097,9648,789.8281,8.186443823,0.279114501,3.40947189,19.67150006,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6097153804,"Sonoma",6097,3239,2336.999847,72.15189402,0.787619075,2.828268018,66.35442063,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6097153806,"Sonoma",6097,3288,2552.517384,77.6313073,0.726729596,3.248869326,70.05004491,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6097153807,"Sonoma",6097,3861,1042.016,26.98824139,0.714387418,2.647032118,33.90221994,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6097153808,"Sonoma",6097,4251,2916.772062,68.61378645,0.711753487,2.267726516,63.85217503,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6097153809,"Sonoma",6097,4336,1803.957307,41.60418143,0.748539511,1.799192979,44.51430771,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6097153901,"Sonoma",6097,5421,1116.24379,20.59110478,0.549205272,2.667196724,29.00038496,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6097153902,"Sonoma",6097,4147,3851.294018,92.86939999,0.399606312,5.604105009,80.44398819,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6097153903,"Sonoma",6097,3760,1301.502066,34.61441665,0.775846111,2.241395886,39.52264853,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6097154000,"Sonoma",6097,2597,578.440042,22.27339399,0.816473469,3.665689518,30.39907609,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6097154100,"Sonoma",6097,3729,0,0,0,NA,2.399589375,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6097154201,"Sonoma",6097,3925,198.842623,5.066054089,0.350046586,6.909649607,17.29757475,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6097154202,"Sonoma",6097,5994,1028.639613,17.1611547,0.487003298,2.837823598,26.25433081,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6097154302,"Sonoma",6097,3747,598.968471,15.98528078,0.598681693,3.745205987,25.57423329,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6097154303,"Sonoma",6097,1720,34.483777,2.004870756,0.337972382,16.85756454,14.47452842,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6097154304,"Sonoma",6097,2400,1e-06,4.17e-08,4.17e-05,100000.0172,4.914667009,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6099000101,"Stanislaus",6099,4928,401.644333,8.150250264,0.389752681,4.782094641,19.63300398,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6099000102,"Stanislaus",6099,3869,11.503406,0.297322461,0.087532212,29.44016141,11.42050558,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6099000201,"Stanislaus",6099,5908,2007.600862,33.98105724,0.616215308,1.813408286,39.09919158,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6099000202,"Stanislaus",6099,6593,1e-05,1.52e-07,4.8e-05,31622.77813,5.363788015,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6099000203,"Stanislaus",6099,8756,6753.100518,77.12540564,0.448872041,1.962316942,69.70358014,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6099000301,"Stanislaus",6099,1987,1895.929209,95.41666882,0.469141456,10.2358184,82.47144874,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6099000302,"Stanislaus",6099,2641,967.199437,36.62247016,0.937469766,2.55982123,41.11382009,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6099000303,"Stanislaus",6099,5883,1872.784552,31.83383566,0.60733665,1.907833716,37.34120364,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6099000304,"Stanislaus",6099,5003,1879.079191,37.55904839,0.6846629,1.822897356,41.80674965,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6099000402,"Stanislaus",6099,10095,2574.492875,25.50265354,0.433820355,1.70107928,32.78583344,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6099000403,"Stanislaus",6099,4317,12.457545,0.288569493,0.081640688,28.29151739,11.40767355,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6099000404,"Stanislaus",6099,5564,3609.360922,64.86989436,0.639982005,1.821748022,61.32426537,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6099000501,"Stanislaus",6099,7165,264.28677,3.688580181,0.222669334,6.036722064,16.19402027,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6099000503,"Stanislaus",6099,4930,4901.265486,99.41714981,0.108414074,18.60067584,86.60336199,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6099000504,"Stanislaus",6099,8692,4758.812338,54.74933661,0.533878027,1.179823647,54.34364173,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6099000505,"Stanislaus",6099,4895,2883.699854,58.91113083,0.703209009,1.711434321,57.12819197,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6099000506,"Stanislaus",6099,4295,3605.404685,83.94423016,0.560182333,3.488978348,74.25895034,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6099000510,"Stanislaus",6099,8480,42.498861,0.501165814,0.076683476,15.30101887,11.90812267,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6099000601,"Stanislaus",6099,4647,45.608449,0.98146006,0.144613301,14.73450693,12.88335686,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6099000602,"Stanislaus",6099,2953,1889.451511,63.98413515,0.883387709,2.452773835,60.78532016,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6099000801,"Stanislaus",6099,6216,4470.290618,71.91587223,0.57001639,2.029674536,66.08494803,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6099000803,"Stanislaus",6099,4789,2567.974148,53.62234596,0.720617617,1.553803511,53.50955986,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6099000805,"Stanislaus",6099,6188,1606.491898,25.96140753,0.557337213,2.146791204,33.13229822,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6099000806,"Stanislaus",6099,4231,3172.198049,74.97513706,0.665921406,2.661039172,68.31772103,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6099000807,"Stanislaus",6099,3694,3659.147505,99.05651069,0.159060213,16.85871911,86.01308867,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6099000905,"Stanislaus",6099,6102,1119.209668,18.34168581,0.495431628,2.70112373,27.37071731,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6099000906,"Stanislaus",6099,5810,18.928225,0.325787005,0.07476016,22.94755729,11.48466573,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6099000907,"Stanislaus",6099,3200,3200,100,0,NA,94.25125112,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6099000908,"Stanislaus",6099,5093,1863.882599,36.59694873,0.674979651,1.844360457,41.10098807,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6099000909,"Stanislaus",6099,4402,3042.497218,69.11624757,0.696354021,2.254758462,64.1986398,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6099000910,"Stanislaus",6099,6585,2714.730498,41.22597567,0.606597053,1.471395262,44.19350699,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6099000911,"Stanislaus",6099,4815,2824.61875,58.66290239,0.709665377,1.716776015,56.97420762,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6099000912,"Stanislaus",6099,17129,8847.690228,51.6532794,0.381826842,0.789767821,51.96971641,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6099001001,"Stanislaus",6099,6042,4071.514097,67.38686026,0.603105871,1.849272642,63.0822533,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6099001002,"Stanislaus",6099,3153,838.48869,26.59336156,0.786850639,2.95882353,33.59425125,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6099001100,"Stanislaus",6099,3899,1844.303795,47.30196961,0.799576804,1.690366829,48.81303734,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6099001200,"Stanislaus",6099,3623,447.23686,12.34437924,0.546500226,4.427117921,22.84101116,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6099001300,"Stanislaus",6099,5778,4373.46846,75.6917352,0.564303107,2.321445448,68.75401001,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6099001400,"Stanislaus",6099,6430,5138.878173,79.92034484,0.499575709,2.487969563,71.46156807,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6099001500,"Stanislaus",6099,6551,2964.931218,45.25921566,0.614971826,1.35877703,47.31168998,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6099001601,"Stanislaus",6099,4803,3125.048449,65.0645107,0.687937852,1.969166213,61.55524188,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6099001603,"Stanislaus",6099,5706,4e-05,7.01e-07,0.00011084,15811.38839,7.712049275,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6099001604,"Stanislaus",6099,3861,3e-06,7.77e-08,4.49e-05,57735.02632,5.042987296,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6099001700,"Stanislaus",6099,2589,2499.877159,96.55763456,0.358307394,10.40875526,83.52367509,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6099001800,"Stanislaus",6099,2196,682.987532,31.10143588,0.987823009,3.176133128,36.84075452,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6099001900,"Stanislaus",6099,5257,634.124144,12.06247183,0.449196428,3.723916912,22.62286668,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6099002002,"Stanislaus",6099,4527,2083.665067,46.02750314,0.740780797,1.609430768,47.85063519,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6099002004,"Stanislaus",6099,6022,263.370579,4.37347358,0.263531217,6.025673017,16.75862954,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6099002005,"Stanislaus",6099,3631,954.441972,26.28592597,0.730505892,2.779076121,33.33761068,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6099002006,"Stanislaus",6099,4458,2393.186912,53.68297245,0.746824549,1.612418994,53.56088798,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6099002100,"Stanislaus",6099,4165,1.8e-05,4.32e-07,0.000101864,23570.22602,6.788143205,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6099002200,"Stanislaus",6099,6223,2955.909692,47.49975401,0.633033144,1.332708257,48.97985371,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6099002301,"Stanislaus",6099,7841,2378.709532,30.33681331,0.519159638,1.71131896,36.27614526,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6099002302,"Stanislaus",6099,4010,820.248378,20.45507177,0.63699286,3.114107188,28.94905685,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6099002401,"Stanislaus",6099,3567,1732.644097,48.57426681,0.83683882,1.722802782,49.6856153,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6099002402,"Stanislaus",6099,5559,3248.642964,58.43934096,0.660990976,1.590424675,56.83305531,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6099002501,"Stanislaus",6099,7036,1721.530645,24.46746227,0.512505566,2.094641285,32.09290389,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6099002503,"Stanislaus",6099,4368,3279.643604,75.08341584,0.654447704,2.626554666,68.42037726,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6099002504,"Stanislaus",6099,4422,150.485521,3.403109928,0.272652944,8.01187591,15.88605158,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6099002602,"Stanislaus",6099,4561,3894.261698,85.38175177,0.523118598,3.578531366,75.51648916,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6099002603,"Stanislaus",6099,2906,1914.003009,65.86383375,0.879595645,2.57672651,62.04285898,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6099002604,"Stanislaus",6099,4681,4560.241137,97.42023364,0.231710359,8.98183505,84.2422687,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6099002605,"Stanislaus",6099,3855,3746.810539,97.19352889,0.266003145,9.478207155,84.10111639,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6099002701,"Stanislaus",6099,3811,1118.319882,29.3445259,0.737593332,2.513563634,35.60887976,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6099002702,"Stanislaus",6099,6940,4406.606267,63.49576754,0.577915396,1.583146272,60.4003593,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6099002801,"Stanislaus",6099,5624,67.685392,1.203509815,0.14540285,12.08156748,13.17849352,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6099002802,"Stanislaus",6099,6310,3195.934743,50.6487281,0.629388448,1.275323661,51.31528295,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6099002803,"Stanislaus",6099,2866,4.6e-05,1.61e-06,0.000236648,14744.1955,9.136404466,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6099002901,"Stanislaus",6099,4764,192.878715,4.048671599,0.285559028,7.053153633,16.51482099,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6099002902,"Stanislaus",6099,7609,3147.713085,41.36828867,0.564594016,1.364799063,44.33465931,"USDA_FARA2017","Wed06Dec17",""
